source_season,depth_source_format,season,week,game_type,dt,depth_timestamp,team,player_name,espn_id,gsis_id,roster_position,pos_grp_id,pos_grp,pos_id,pos_name,pos_abb,pos_slot,pos_rank,data_split
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Aaron Brewer,15241,00-0028946,,18,Special Teams,39,Long Snapper,LS,6,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Kelvin Beachum,15035,00-0029316,,21,3WR 1TE,2,Left Tackle,LT,3,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jacoby Brissett,2578570,00-0033119,,21,3WR 1TE,8,Quarterback,QB,9,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Dalvin Tomlinson,2979860,00-0033546,,16,Base 4-3 D,25,Right Defensive Tackle,RDT,3,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,James Conner,3045147,00-0033553,,21,3WR 1TE,9,Running Back,RB,11,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Budda Baker,3127287,00-0033890,,16,Base 4-3 D,21,Free Safety,FS,10,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Zay Jones,3059722,00-0033891,,21,3WR 1TE,1,Wide Receiver,WR,1,4,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Josh Sweat,3693166,00-0034381,,16,Base 4-3 D,11,Left Defensive End,LDE,1,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Bilal Nichols,3117922,00-0034387,,16,Base 4-3 D,24,Left Defensive Tackle,LDT,2,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Evan Brown,3128412,00-0034495,,21,3WR 1TE,3,Left Guard,LG,4,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Justin Jones,3116746,00-0034677,,16,Base 4-3 D,13,Right Defensive End,RDE,4,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Mack Wilson Sr.,4040983,00-0035144,,16,Base 4-3 D,27,Middle Linebacker,MLB,6,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Kyler Murray,3917315,00-0035228,,21,3WR 1TE,8,Quarterback,QB,9,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Sean Murphy-Bunting,3932886,00-0035239,,16,Base 4-3 D,18,Left Cornerback,LCB,8,5,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Hjalte Froholdt,3886633,00-0035258,,21,3WR 1TE,4,Center,C,5,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Greg Dortch,4037235,00-0035500,,18,Special Teams,77,Kick Returner,KR,5,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Greg Dortch,4037235,00-0035500,,18,Special Teams,76,Punt Returner,PR,4,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Greg Dortch,4037235,00-0035500,,21,3WR 1TE,1,Wide Receiver,WR,8,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jonah Williams,4040726,00-0035629,,21,3WR 1TE,6,Right Tackle,RT,7,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,L.J. Collier,3116449,00-0035636,,16,Base 4-3 D,13,Right Defensive End,RDE,4,4,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jalen Thompson,4043089,00-0035705,,16,Base 4-3 D,20,Strong Safety,SS,9,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Blake Gillikin,4045180,00-0035859,,18,Special Teams,79,Holder,H,3,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Blake Gillikin,4045180,00-0035859,,18,Special Teams,23,Punter,P,2,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Andre Baccellia,3886809,00-0035876,,21,3WR 1TE,1,Wide Receiver,WR,1,7,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Trishton Jackson,4046715,00-0035934,,21,3WR 1TE,1,Wide Receiver,WR,8,9,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Nick Leverett,3920591,00-0036105,,21,3WR 1TE,5,Right Guard,RG,6,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Quez Watkins,4050373,00-0036271,,21,3WR 1TE,1,Wide Receiver,WR,8,12,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Akeem Davis-Gaither,3917142,00-0036298,,16,Base 4-3 D,26,Weakside Linebacker,WLB,5,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Mykal Walker,4243009,00-0036300,,16,Base 4-3 D,26,Weakside Linebacker,WLB,5,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Josiah Deguara,3914151,00-0036332,,21,3WR 1TE,7,Tight End,TE,10,4,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,DeeJay Dallas,4240631,00-0036425,,18,Special Teams,77,Kick Returner,KR,5,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,DeeJay Dallas,4240631,00-0036425,,18,Special Teams,76,Punt Returner,PR,4,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,DeeJay Dallas,4240631,00-0036425,,21,3WR 1TE,9,Running Back,RB,11,5,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Royce Newman,4047660,00-0036631,,21,3WR 1TE,5,Right Guard,RG,6,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Simi Fehoko,4360739,00-0036646,,21,3WR 1TE,1,Wide Receiver,WR,2,5,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jake Curhan,4035870,00-0036795,,21,3WR 1TE,3,Left Guard,LG,4,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Michael Carter,4240657,00-0036924,,21,3WR 1TE,9,Running Back,RB,11,4,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Zaven Collins,4244606,00-0036933,,16,Base 4-3 D,11,Left Defensive End,LDE,1,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Darren Hall,4261606,00-0036956,,16,Base 4-3 D,34,Nickel Back,NB,12,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Baron Browning,4241987,00-0036995,,16,Base 4-3 D,28,Strongside Linebacker,SLB,7,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Joey Blount,4240824,00-0037141,,16,Base 4-3 D,21,Free Safety,FS,10,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Vi Jones,4259636,00-0037153,,16,Base 4-3 D,27,Middle Linebacker,MLB,6,4,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Bam Knight,4427728,00-0037157,,21,3WR 1TE,9,Running Back,RB,11,6,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,J.J. Russell,4243366,00-0037491,,16,Base 4-3 D,27,Middle Linebacker,MLB,6,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Benton Whitley,4247722,00-0037638,,16,Base 4-3 D,11,Left Defensive End,LDE,1,5,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Trey McBride,4361307,00-0037744,,21,3WR 1TE,7,Tight End,TE,10,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Travis Vokolek,4259324,00-0038456,,21,3WR 1TE,7,Tight End,TE,10,5,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Paris Johnson Jr.,4428991,00-0038540,,21,3WR 1TE,2,Left Tackle,LT,3,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Michael Wilson,4360761,00-0038559,,21,3WR 1TE,1,Wide Receiver,WR,2,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Chad Ryland,4363538,00-0038567,,18,Special Teams,22,Place kicker,PK,1,1,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jon Gaines II,4367199,00-0038571,,21,3WR 1TE,4,Center,C,5,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Clayton Tune,4360175,00-0038582,,21,3WR 1TE,8,Quarterback,QB,9,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Jammie Robinson,4430411,00-0038587,,16,Base 4-3 D,21,Free Safety,FS,10,3,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Owen Pappoe,4567219,00-0038600,,16,Base 4-3 D,26,Weakside Linebacker,WLB,5,2,test
2025,timestamped,2025,,,2025-08-03T10:09:07Z,2025-08-03T10:09:07.000000+0000,ARI,Dante Stills,4362225,00-0038623,,16,Base 4-3 D,11,Left Defensive End,LDE,1,4,test
