season,week,game_id,game_date,team,opponent,sacks,interceptions,fumble_recoveries,defensive_touchdowns,special_teams_touchdowns,blocked_kicks,safeties,points_allowed,yards_allowed,espn_fantasy_points,yahoo_fantasy_points
2025,15,2025_15_TEN_SF,2025-12-14,TEN,SF,2,0,1,0,0,0,0,37.0,436,-2.0,0.0
2025,15,2025_15_WAS_NYG,2025-12-14,NYG,WAS,2,0,2,0,0,0,0,29.0,372,4.0,5.0
2025,15,2025_15_WAS_NYG,2025-12-14,WAS,NYG,1,1,0,0,1,0,0,21.0,400,6.0,9.0
2025,16,2025_16_ATL_ARI,2025-12-21,ARI,ATL,1,1,1,0,0,1,0,26.0,356,6.0,7.0
2025,16,2025_16_ATL_ARI,2025-12-21,ATL,ARI,2,1,0,0,0,0,0,19.0,350,3.0,5.0
2025,16,2025_16_BUF_CLE,2025-12-21,BUF,CLE,3,2,0,0,0,0,0,20.0,340,7.0,8.0
2025,16,2025_16_BUF_CLE,2025-12-21,CLE,BUF,2,0,0,0,0,0,0,23.0,329,2.0,2.0
2025,16,2025_16_CIN_MIA,2025-12-21,CIN,MIA,0,2,1,0,0,0,0,21.0,389,5.0,6.0
2025,16,2025_16_CIN_MIA,2025-12-21,MIA,CIN,2,0,0,0,0,0,0,45.0,429,-4.0,-2.0
2025,16,2025_16_GB_CHI,2025-12-20,CHI,GB,2,0,1,0,0,0,0,16.0,396,4.0,5.0
2025,16,2025_16_GB_CHI,2025-12-20,GB,CHI,0,0,0,0,0,0,0,22.0,400,-3.0,0.0
2025,16,2025_16_JAX_DEN,2025-12-21,DEN,JAX,5,0,0,0,0,0,0,34.0,374,3.0,4.0
2025,16,2025_16_JAX_DEN,2025-12-21,JAX,DEN,1,1,1,0,0,0,0,20.0,461,0.0,6.0
2025,16,2025_16_KC_TEN,2025-12-21,KC,TEN,2,0,0,0,0,0,0,26.0,408,-1.0,2.0
2025,16,2025_16_KC_TEN,2025-12-21,TEN,KC,4,0,0,0,0,0,1,9.0,221,11.0,10.0
2025,16,2025_16_LAC_DAL,2025-12-21,DAL,LAC,0,0,0,0,0,0,0,34.0,452,-6.0,-1.0
2025,16,2025_16_LAC_DAL,2025-12-21,LAC,DAL,1,0,1,0,0,0,0,17.0,352,3.0,4.0
2025,16,2025_16_LA_SEA,2025-12-18,LA,SEA,4,2,1,0,0,0,0,38.0,467,2.0,6.0
2025,16,2025_16_LA_SEA,2025-12-18,SEA,LA,0,0,0,0,1,0,0,37.0,581,-4.0,2.0
2025,16,2025_16_LV_HOU,2025-12-21,HOU,LV,3,1,0,1,0,0,0,21.0,377,10.0,11.0
2025,16,2025_16_LV_HOU,2025-12-21,LV,HOU,0,0,0,0,0,0,0,17.0,270,3.0,1.0
2025,16,2025_16_MIN_NYG,2025-12-21,MIN,NYG,5,1,0,0,0,0,0,7.0,181,13.0,11.0
2025,16,2025_16_MIN_NYG,2025-12-21,NYG,MIN,4,1,1,1,0,0,0,16.0,308,15.0,15.0
2025,16,2025_16_NE_BAL,2025-12-21,BAL,NE,4,1,1,0,0,0,0,28.0,465,2.0,7.0
2025,16,2025_16_NE_BAL,2025-12-21,NE,BAL,1,0,2,0,0,0,0,24.0,344,5.0,5.0
2025,16,2025_16_NYJ_NO,2025-12-21,NO,NYJ,8,1,1,0,0,0,0,6.0,309,16.0,19.0
2025,16,2025_16_NYJ_NO,2025-12-21,NYJ,NO,3,0,1,0,0,0,0,29.0,448,1.0,4.0
2025,16,2025_16_PHI_WAS,2025-12-20,PHI,WAS,2,1,0,0,0,0,0,18.0,236,6.0,5.0
2025,16,2025_16_PHI_WAS,2025-12-20,WAS,PHI,2,0,1,0,0,0,0,29.0,399,2.0,3.0
2025,16,2025_16_PIT_DET,2025-12-21,DET,PIT,2,0,1,0,0,0,0,29.0,511,-3.0,3.0
2025,16,2025_16_PIT_DET,2025-12-21,PIT,DET,3,0,0,0,0,0,1,24.0,397,4.0,5.0
2025,16,2025_16_SF_IND,2025-12-22,IND,SF,1,1,0,0,0,0,0,42.0,440,-3.0,-1.0
2025,16,2025_16_SF_IND,2025-12-22,SF,IND,2,1,1,1,0,0,0,27.0,358,11.0,12.0
2025,16,2025_16_TB_CAR,2025-12-21,CAR,TB,2,1,0,0,0,0,0,20.0,332,4.0,5.0
2025,16,2025_16_TB_CAR,2025-12-21,TB,CAR,2,0,0,0,0,0,0,23.0,309,2.0,2.0
2025,17,2025_17_ARI_CIN,2025-12-28,ARI,CIN,3,0,0,0,0,0,0,37.0,469,-5.0,-1.0
2025,17,2025_17_ARI_CIN,2025-12-28,CIN,ARI,4,0,0,0,0,0,0,14.0,275,7.0,5.0
2025,17,2025_17_BAL_GB,2025-12-27,BAL,GB,2,1,1,0,0,0,0,24.0,387,5.0,6.0
2025,17,2025_17_BAL_GB,2025-12-27,GB,BAL,1,0,0,0,0,0,0,41.0,414,-5.0,-3.0
2025,17,2025_17_CHI_SF,2025-12-28,CHI,SF,1,1,0,1,0,0,0,42.0,510,0.0,5.0
2025,17,2025_17_CHI_SF,2025-12-28,SF,CHI,0,0,0,0,0,0,0,32.0,440,-4.0,-1.0
2025,17,2025_17_DAL_WAS,2025-12-25,DAL,WAS,2,0,0,0,0,0,0,23.0,344,2.0,2.0
2025,17,2025_17_DAL_WAS,2025-12-25,WAS,DAL,6,0,0,0,0,0,0,30.0,556,-2.0,5.0
2025,17,2025_17_DEN_KC,2025-12-25,DEN,KC,1,0,0,0,0,0,0,13.0,157,7.0,5.0
2025,17,2025_17_DEN_KC,2025-12-25,KC,DEN,1,1,0,0,0,0,0,20.0,317,3.0,4.0
2025,17,2025_17_DET_MIN,2025-12-25,DET,MIN,7,0,0,0,0,0,0,23.0,257,9.0,7.0
2025,17,2025_17_DET_MIN,2025-12-25,MIN,DET,5,2,4,0,0,0,0,10.0,299,22.0,21.0
2025,17,2025_17_HOU_LAC,2025-12-27,HOU,LAC,5,1,0,0,0,0,0,16.0,345,8.0,8.0
2025,17,2025_17_HOU_LAC,2025-12-27,LAC,HOU,0,2,0,0,0,0,0,20.0,362,3.0,5.0
2025,17,2025_17_JAX_IND,2025-12-28,IND,JAX,2,1,1,0,0,0,0,23.0,398,5.0,6.0
2025,17,2025_17_JAX_IND,2025-12-28,JAX,IND,2,2,0,0,0,0,0,17.0,228,9.0,7.0
2025,17,2025_17_LA_ATL,2025-12-29,ATL,LA,3,3,0,1,0,0,0,24.0,405,12.0,15.0
2025,17,2025_17_LA_ATL,2025-12-29,LA,ATL,0,0,0,0,1,1,0,21.0,345,8.0,8.0
2025,17,2025_17_NE_NYJ,2025-12-28,NE,NYJ,1,1,0,0,0,0,0,10.0,331,6.0,7.0
2025,17,2025_17_NE_NYJ,2025-12-28,NYJ,NE,1,0,0,0,0,0,0,42.0,442,-5.0,-3.0
2025,17,2025_17_NO_TEN,2025-12-28,NO,TEN,4,0,1,1,0,0,0,26.0,382,11.0,12.0
2025,17,2025_17_NO_TEN,2025-12-28,TEN,NO,2,0,1,0,0,0,0,28.0,449,0.0,3.0
2025,17,2025_17_NYG_LV,2025-12-28,LV,NYG,2,0,0,0,0,0,0,34.0,381,0.0,1.0
2025,17,2025_17_NYG_LV,2025-12-28,NYG,LV,4,2,0,0,1,0,0,10.0,279,19.0,18.0
2025,17,2025_17_PHI_BUF,2025-12-28,BUF,PHI,1,0,0,0,0,0,0,13.0,194,7.0,5.0
2025,17,2025_17_PHI_BUF,2025-12-28,PHI,BUF,5,0,1,0,0,1,0,12.0,433,9.0,13.0
2025,17,2025_17_PIT_CLE,2025-12-28,CLE,PIT,2,0,0,0,0,0,0,6.0,307,6.0,9.0
2025,17,2025_17_PIT_CLE,2025-12-28,PIT,CLE,2,2,0,0,0,0,0,13.0,266,11.0,10.0
2025,17,2025_17_SEA_CAR,2025-12-28,CAR,SEA,3,1,1,0,0,0,0,27.0,332,7.0,7.0
2025,17,2025_17_SEA_CAR,2025-12-28,SEA,CAR,2,1,1,0,0,0,0,10.0,167,12.0,10.0
2025,17,2025_17_TB_MIA,2025-12-28,MIA,TB,3,2,1,0,0,1,0,17.0,418,9.0,12.0
2025,17,2025_17_TB_MIA,2025-12-28,TB,MIA,2,0,0,0,0,0,0,20.0,336,2.0,3.0
2025,18,2025_18_ARI_LA,2026-01-04,ARI,LA,1,0,0,0,0,0,0,37.0,409,-5.0,-3.0
2025,18,2025_18_ARI_LA,2026-01-04,LA,ARI,6,1,1,0,0,0,0,20.0,383,9.0,11.0
2025,18,2025_18_BAL_PIT,2026-01-04,BAL,PIT,2,0,0,0,0,1,0,26.0,398,3.0,4.0
2025,18,2025_18_BAL_PIT,2026-01-04,PIT,BAL,3,1,0,0,0,0,0,24.0,391,4.0,5.0
2025,18,2025_18_CAR_TB,2026-01-03,CAR,TB,2,1,0,0,0,1,0,16.0,348,7.0,7.0
2025,18,2025_18_CAR_TB,2026-01-03,TB,CAR,0,1,2,0,0,0,0,14.0,285,9.0,7.0
2025,18,2025_18_CLE_CIN,2026-01-04,CIN,CLE,6,0,1,0,0,0,0,8.0,258,13.0,12.0
2025,18,2025_18_CLE_CIN,2026-01-04,CLE,CIN,2,1,1,2,0,1,0,18.0,392,19.0,21.0
2025,18,2025_18_DAL_NYG,2026-01-04,DAL,NYG,4,0,1,0,0,0,0,34.0,402,2.0,5.0
2025,18,2025_18_DAL_NYG,2026-01-04,NYG,DAL,0,1,1,0,0,0,0,17.0,286,7.0,5.0
2025,18,2025_18_DET_CHI,2026-01-04,CHI,DET,3,1,0,0,0,0,0,19.0,473,0.0,6.0
2025,18,2025_18_DET_CHI,2026-01-04,DET,CHI,1,1,0,0,0,0,0,16.0,284,6.0,4.0
2025,18,2025_18_GB_MIN,2026-01-04,GB,MIN,2,0,1,0,0,0,0,16.0,389,4.0,5.0
2025,18,2025_18_GB_MIN,2026-01-04,MIN,GB,4,0,0,0,0,0,0,3.0,203,10.0,11.0
2025,18,2025_18_IND_HOU,2026-01-04,HOU,IND,1,1,2,1,0,0,0,30.0,370,11.0,12.0
2025,18,2025_18_IND_HOU,2026-01-04,IND,HOU,0,0,0,0,0,0,0,32.0,339,-1.0,-1.0
2025,18,2025_18_KC_LV,2026-01-04,KC,LV,3,1,1,0,0,0,0,14.0,242,10.0,8.0
2025,18,2025_18_KC_LV,2026-01-04,LV,KC,8,0,2,0,0,0,1,12.0,292,19.0,18.0
2025,18,2025_18_LAC_DEN,2026-01-04,DEN,LAC,4,1,1,1,0,0,0,3.0,281,20.0,21.0
2025,18,2025_18_LAC_DEN,2026-01-04,LAC,DEN,4,0,0,0,0,0,0,13.0,274,9.0,8.0
2025,18,2025_18_MIA_NE,2026-01-04,MIA,NE,0,0,0,0,0,1,0,38.0,457,-6.0,-2.0
2025,18,2025_18_MIA_NE,2026-01-04,NE,MIA,4,1,1,0,0,0,0,10.0,220,13.0,12.0
2025,18,2025_18_NO_ATL,2026-01-04,ATL,NO,4,1,1,0,0,1,0,17.0,394,10.0,11.0
2025,18,2025_18_NO_ATL,2026-01-04,NO,ATL,4,1,0,0,0,0,0,19.0,250,8.0,7.0
2025,18,2025_18_NYJ_BUF,2026-01-04,BUF,NYJ,1,0,0,0,0,0,0,8.0,136,7.0,5.0
2025,18,2025_18_NYJ_BUF,2026-01-04,NYJ,BUF,0,0,0,0,0,0,0,35.0,470,-8.0,-4.0
2025,18,2025_18_SEA_SF,2026-01-03,SEA,SF,3,1,0,0,0,0,0,3.0,187,12.0,12.0
2025,18,2025_18_SEA_SF,2026-01-03,SF,SEA,2,0,0,0,0,0,0,13.0,395,4.0,6.0
2025,18,2025_18_TEN_JAX,2026-01-04,JAX,TEN,1,1,0,1,0,0,0,7.0,208,14.0,13.0
2025,18,2025_18_TEN_JAX,2026-01-04,TEN,JAX,2,0,0,0,0,0,0,35.0,351,-2.0,-2.0
2025,18,2025_18_WAS_PHI,2026-01-04,PHI,WAS,0,1,1,0,0,0,0,24.0,274,6.0,4.0
2025,18,2025_18_WAS_PHI,2026-01-04,WAS,PHI,3,1,0,0,0,0,0,17.0,335,6.0,6.0
